EntityType,EntityUniqueAttributeValue,BusinessAttributeName,BusinessAttributeValue,EntityUniqueAttributeName[optional]
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00847,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00847,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00932,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00932,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00572,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00572,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00045,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00045,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00614,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00614,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00003,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00003,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00841,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00841,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00413,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00413,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00263,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00263,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00074,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00074,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00597,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00597,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00367,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00367,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00208,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00208,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00744,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00744,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00387,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00387,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00568,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00568,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00650,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00650,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00910,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00910,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00023,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00023,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00523,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00523,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00442,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00442,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00752,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00752,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00993,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00993,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00249,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00249,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00066,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00066,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00958,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00958,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00839,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00839,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00630,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00630,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00803,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00803,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00697,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00697,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00944,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00944,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00854,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00854,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00676,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00676,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00626,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00626,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00381,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00381,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00033,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00033,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00586,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00586,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00645,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00645,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00285,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00285,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00794,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00794,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00599,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00599,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00210,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00210,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00173,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00173,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00680,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00680,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00244,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00244,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00754,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00754,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00188,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00188,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00793,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00793,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00876,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00876,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00772,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00772,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00985,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00985,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00459,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00459,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00518,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00518,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00775,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00775,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00763,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00763,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00454,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00454,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00767,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00767,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00858,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00858,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00419,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00419,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00325,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00325,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00084,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00084,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00169,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00169,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00435,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00435,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00265,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00265,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00510,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00510,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00707,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00707,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00607,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00607,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00098,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00098,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00753,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00753,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00058,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00058,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00740,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00740,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00482,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00482,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00154,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00154,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00941,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00941,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00129,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00129,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00195,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00195,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00102,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00102,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00364,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00364,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00564,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00564,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00766,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00766,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00836,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00836,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00853,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00853,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00625,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00625,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00544,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00544,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00194,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00194,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00530,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00530,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00505,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00505,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00186,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00186,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00156,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00156,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00113,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00113,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00324,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00324,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00343,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00343,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00883,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00883,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00559,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00559,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00528,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00528,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00036,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00036,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00773,Data Residency.Cloud Region,uksouth,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00773,Data Residency.Cross Border Restricted,TRUE,qualifiedName
azure_sql_table,mssql://test-db.database.windows.net/test-server/test-database/test-schema//Test-Table-00378,Data Residency.Cloud Region,uksouth,qualifiedName
